Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_496.jpg;0;0;1;0;99.67086;85.59037;0.01323952;58.409;1.722055E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_546.jpg;0;0;1;0;99.67087;85.59037;0.01046125;58.40899;1.713634E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_596.jpg;0;0;1;0;99.67088;85.59038;0.006390316;58.409;1.670924E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_645.jpg;0;0;1;0;99.67088;85.59039;0.00377113;58.409;1.648715E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_696.jpg;0;0;1;0;99.67088;85.59039;3.130253E-05;58.409;1.550965E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_745.jpg;0;0;1;0;99.67088;85.59039;-0.002312155;58.409;1.487439E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_795.jpg;0;0;1;0;99.67087;85.59038;-0.005566404;58.409;1.384349E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_845.jpg;0;0;1;0;99.67087;85.59038;359.9925;58.409;1.321994E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_896.jpg;0;0;1;0;99.67087;85.59039;359.9898;58.409;1.16952E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_945.jpg;0;0;1;0;99.67087;85.59039;359.9883;58.409;1.064257E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_10_997.jpg;0;0;1;0;99.67088;85.59039;359.9863;58.409;8.912929E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_046.jpg;0;0;1;0;99.67088;85.59039;359.9852;58.40901;7.703556E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_095.jpg;0;0;1;0;99.67088;85.59039;359.9839;58.40901;5.972663E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_145.jpg;0;0;1;0;99.67088;85.59039;359.9832;58.40901;4.510242E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_196.jpg;0;0;1;0;99.67087;85.59039;359.9826;58.409;2.646781E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_246.jpg;0;0;1;0;99.67087;85.59039;359.9824;58.409;1.601242E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_298.jpg;0;0;1;0;99.67087;85.59039;359.9824;58.409;-9.546589E-08
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_345.jpg;0;0;0;0;99.67087;85.59039;359.9826;58.409;-1.282328E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_395.jpg;0;0;0;0;99.67088;85.5904;359.9831;58.409;-3.079088E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_446.jpg;0;0.04953368;0;0;99.67094;85.59051;359.9865;58.409;-4.116706E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_495.jpg;0;0;0.1992714;0.05833554;99.67175;85.59184;0.02103757;58.4095;-8.13753E-07
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_545.jpg;0;0;0.3548794;0;99.67175;85.59184;0.01959159;58.40951;2.504625E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_596.jpg;0;0;0.5003755;0;99.67176;85.59186;0.01725554;58.4095;7.4676E-06
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_646.jpg;0;0;0.649116;0;99.67176;85.59186;0.01560711;58.4095;1.013773E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_696.jpg;0;0;0.7996141;0;99.67176;85.59187;0.01304248;58.4095;1.388153E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_745.jpg;0;0;0.9507223;0;99.67176;85.59187;0.01129622;58.4095;1.616334E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_795.jpg;0;0;1;0;99.67175;85.59188;0.008662798;58.4095;1.924451E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_846.jpg;0;0;1;0;99.67175;85.59189;0.006920236;58.4095;2.062918E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_896.jpg;0;0;1;0;99.67175;85.5919;0.004362904;58.4095;2.249931E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_945.jpg;0;0;1;0;99.67175;85.5919;0.00271463;58.4095;2.343917E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_11_996.jpg;0;0;1;0;99.67175;85.59191;0.0003573222;58.4095;2.394236E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_046.jpg;0;0;1;0;99.67176;85.5919;-0.001122328;58.4095;2.356066E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_096.jpg;0;0;1;0;99.67176;85.5919;-0.003181231;58.40949;2.307669E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_146.jpg;0;0;1;0;99.67177;85.59189;-0.004435434;58.4095;2.241958E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_197.jpg;0;0;1;0;99.67178;85.59189;359.9939;58.4095;2.108316E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_247.jpg;0;0;0;0;99.67178;85.59189;359.9929;58.4095;1.984544E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_296.jpg;0;0;0;0;99.67178;85.5919;359.9916;58.40951;1.83332E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_346.jpg;0;0.1004646;0;0;99.67179;85.59191;359.9914;58.4093;1.690309E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_396.jpg;0;0.2506515;0;0;99.67188;85.59206;-0.005055091;58.47318;-9.120869E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_447.jpg;0;0.4020747;0;0.03107977;99.67294;85.59377;0.03837898;58.38805;-6.82352E-05
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_497.jpg;0;0.551781;0;0.03599774;99.67504;85.5972;0.1208899;58.40923;-0.0001018127
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_546.jpg;0;0.7005576;0;0.0655136;99.6774;85.60104;0.211784;58.43444;-0.0001944449
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_596.jpg;0;0.8512679;0;0.0962711;99.68192;85.60839;0.3767718;58.36514;0.000374748
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_646.jpg;0;1;0;0.1063611;99.68548;85.61416;0.4894177;58.37779;-0.0005343216
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_696.jpg;0;1;0;0.1742857;99.69305;85.62636;0.7145416;58.24519;0.0001046221
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_746.jpg;0;1;0;0.1970028;99.69885;85.6357;0.8683656;58.24596;-0.0008441856
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_796.jpg;0;1;0;0.2538776;99.70933;85.65259;1.126088;58.23232;-0.0002124973
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_846.jpg;0;1;0;0.2908536;99.71686;85.66459;1.270896;58.18508;-0.0007480363
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_896.jpg;0;1;0;0.3313205;99.72736;85.68207;1.297303;58.13575;-0.001021695
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_947.jpg;0;1;0;0.3753271;99.73462;85.69405;1.20989;58.12608;-0.001680895
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_12_996.jpg;0;1;0;0.4412764;99.74744;85.71468;1.114367;58.16283;-0.0003341555
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_046.jpg;0;1;0;0.4698342;99.75758;85.7309;1.10308;58.14684;-0.0002051305
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_097.jpg;0;1;0;0.5194372;99.77414;85.75745;1.119668;58.26976;-0.0003296463
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_146.jpg;0;1;0;0.560016;99.78624;85.77682;1.155394;58.1628;0.001446987
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_196.jpg;0;1;0;0.5873024;99.80595;85.80819;1.226109;58.05741;-0.0006736749
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_246.jpg;0;1;0;0.6384009;99.81959;85.82999;1.245652;57.98568;-0.0004033966
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_296.jpg;0;1;0;0.6806567;99.8407;85.86356;1.210656;57.88398;-0.0004461429
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_346.jpg;0;1;0;0.7054584;99.85565;85.88729;1.182294;57.79084;0.0003986905
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_396.jpg;0;1;0;0.7655494;99.88034;85.92631;1.199581;57.8409;-0.001120743
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_447.jpg;0;1;0;0.7867365;99.89769;85.95364;1.21529;57.80669;-0.0003648568
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_499.jpg;0;1;0;0.8488065;99.92525;85.9971;1.240172;57.82534;-0.001264308
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_546.jpg;0;1;0;0.8978893;99.94438;86.02726;1.24393;57.81845;-0.0009950408
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_597.jpg;0;1;0;0.9328311;99.97428;86.07435;1.232453;57.78936;-0.0007101837
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_646.jpg;0;1;0;0.9817162;99.99503;86.10702;1.217214;57.78555;-0.0006689224
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_697.jpg;0;1;0;1.002569;100.0272;86.15778;1.203086;57.80836;-0.0002851699
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_747.jpg;0;1;0;1.056271;100.05;86.19352;1.221704;57.8177;-0.00107205
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_797.jpg;0;1;0;1.087685;100.0851;86.24883;1.234079;57.86178;-0.001312127
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_847.jpg;0;1;0;1.134412;100.1093;86.2869;1.233349;57.88281;-0.001183925
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_897.jpg;0;1;0;1.163422;100.1466;86.34588;1.223343;57.86655;-0.0005950825
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_947.jpg;0;1;0;1.215055;100.1725;86.38671;1.22713;57.84238;-0.0006079996
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_13_996.jpg;0;1;0;1.244222;100.2126;86.44994;1.232556;57.8106;-0.0006305777
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_047.jpg;0;1;0;1.292279;100.2401;86.49338;1.234424;57.79631;-0.0008475136
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_097.jpg;0;1;0;1.326183;100.2828;86.56053;1.236441;57.77317;-0.0007991313
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_147.jpg;0;1;0;1.373147;100.3121;86.60664;1.238382;57.75782;-0.0007740732
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_197.jpg;0;1;0;1.404263;100.3573;86.67781;1.243934;57.73972;-0.0009004098
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_247.jpg;0;1;0;1.451485;100.3884;86.72657;1.246979;57.72876;-0.0008650242
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_297.jpg;0;1;0;1.481638;100.4362;86.80166;1.249697;57.71593;-0.0009052953
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_346.jpg;0;1;0;1.529462;100.4689;86.85304;1.25272;57.70736;-0.0009317163
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_400.jpg;0;1;0;1.560463;100.5193;86.93207;1.257205;57.6971;-0.0009822361
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_447.jpg;0;1;0;1.606959;100.5537;86.98602;1.258218;57.68912;-0.0009629151
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_498.jpg;0;1;0;1.63688;100.6066;87.06892;1.261873;57.67971;-0.001006843
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_547.jpg;0;1;0;1.683775;100.6427;87.12553;1.266751;57.67014;-0.0009956367
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_597.jpg;0;1;0;1.714475;100.6982;87.21231;1.270731;57.66079;-0.001045303
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_647.jpg;0;1;0;1.759649;100.7359;87.27144;1.272957;57.65359;-0.001043729
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_697.jpg;0;1;0;1.790171;100.7938;87.36205;1.275598;57.64155;-0.001036444
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_748.jpg;0;1;0;1.835683;100.8333;87.42376;1.278385;57.63505;-0.001073888
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_797.jpg;0;1;0;1.866601;100.8937;87.51823;1.284053;57.62403;-0.001088328
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_848.jpg;0;1;0;1.911324;100.9347;87.58244;1.285703;57.61685;-0.00109097
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_897.jpg;0;1;0;1.942067;100.9977;87.68074;1.292694;57.60393;-0.001109548
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_14_947.jpg;0;1;0;1.987115;101.0404;87.74749;1.295042;57.5971;-0.001108615
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_15_000.jpg;0;1;0;2.016335;101.1057;87.84949;1.298916;57.58602;-0.001133035
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_15_047.jpg;0;1;0;2.061142;101.1501;87.91873;1.300009;57.57952;-0.001156013
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_15_097.jpg;0;1;0;2.091551;101.2178;88.0245;1.3041;57.56691;-0.001168291
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_15_147.jpg;0;1;0;2.135294;101.2638;88.09624;1.30651;57.56096;-0.001199837
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_15_198.jpg;0;1;0;2.16555;101.3341;88.20573;1.31122;57.54849;-0.001198211
